Hostname,Name,Description,Serial Number
IGH-Dist-SW,Te1/0/14,SFP-10GBase-LR,OPM26160EZL
IGH-Dist-SW,Te1/0/15,SFP-10GBase-LR,OPM261606Q9
IGH-Dist-SW,Te1/0/16,SFP-10GBase-LR,OPM26160L1X
IGH-Dist-SW,Te1/0/17,SFP-10GBase-LR,OPM26160F09
IGH-Dist-SW,Te1/0/18,SFP-10GBase-LR,ACW26140BWR
IGH-Dist-SW,Te1/0/19,SFP-10GBase-LR,OPM26160L1Y
IGH-Dist-SW,Te1/0/20,SFP-10GBase-LR,ACW261409PF
IGH-Dist-SW,Te1/0/21,SFP-10GBase-LR,ACW261409PD
IGH-Dist-SW,Te1/0/22,SFP-10GBase-LR,ACW261409PK
IGH-Dist-SW,Te1/0/37,SFP-10GBase-CX1,TED2543A1YM
IGH-Dist-SW,Te1/0/38,SFP-10GBase-CX1,TED2543A237
IGH-Dist-SW,Te1/0/39,SFP-10GBase-LR,OPM261606QH
IGH-Dist-SW,Te1/0/40,SFP-10GBase-LR,OPM26021RUB
IGH-Dist-SW,Switch 2,C9500-40X,FOC2629YHRW
IGH-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2547M0X6
IGH-Dist-SW,Te2/0/1,SFP-10GBase-LR,ACW26140AP6
IGH-Dist-SW,Te2/0/2,SFP-10GBase-LR,OPM26021UBB
IGH-Dist-SW,Te2/0/3,SFP-10GBase-LR,OPM26021RQN
IGH-Dist-SW,Te2/0/4,SFP-10GBase-LR,OPM26160L17
IGH-Dist-SW,Te2/0/5,SFP-10GBase-LR,OPM26021S23
IGH-Dist-SW,Te2/0/6,SFP-10GBase-LR,ACW261409PX
IGH-Dist-SW,Te2/0/7,SFP-10GBase-LR,SY2312-WKBC21574
IGH-Dist-SW,Te2/0/8,SFP-10GBase-LR,SY2312-WKBC20921
IGH-Dist-SW,Te2/0/9,SFP-10GBase-LR,SY2312-WKBC20955
IGH-Dist-SW,Te2/0/10,SFP-10GBase-LR,SY2312-WKBC21538
IGH-Dist-SW,Te2/0/11,SFP-10GBase-LR,SY2312-WKBC20510
IGH-Dist-SW,Te2/0/12,SFP-10GBase-LR,SY2312-WKBC20967
IGH-Dist-SW,Te2/0/13,SFP-10GBase-LR,ACW26140AN7
IGH-Dist-SW,Te2/0/14,SFP-10GBase-LR,ACW26140APG
IGH-Dist-SW,Te2/0/15,SFP-10GBase-LR,OPM26021T9E
IGH-Dist-SW,Te2/0/16,SFP-10GBase-LR,ACW261409PA
IGH-Dist-SW,Te2/0/17,SFP-10GBase-LR,ACW26140ANV
IGH-Dist-SW,Te2/0/18,SFP-10GBase-LR,SY2312-WKBC20928
IGH-Dist-SW,Te2/0/19,SFP-10GBase-LR,FNS261700Q6
IGH-Dist-SW,Te2/0/20,SFP-10GBase-LR,ACW261409NZ
IGH-Dist-SW,Te2/0/21,SFP-10GBase-LR,SY2312-WKBC20527
IGH-Dist-SW,Te2/0/22,SFP-10GBase-LR,SY2312-WKBC20649
IGH-Dist-SW,Te2/0/37,SFP-10GBase-CX1,TED2543A1YM
IGH-Dist-SW,Te2/0/38,SFP-10GBase-CX1,TED2543A237
IGH-Dist-SW,Te2/0/39,SFP-10GBase-LR,OPM26021RYH
IGH-Dist-SW,Te2/0/40,SFP-10GBase-LR,SY2312-WKBC20927
KNC-Dist-SW,c95xx Stack,c95xx Stack,FOC2638YFEQ
KNC-Dist-SW,Switch 1,C9500-16X,FOC2638YFEQ
KNC-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2618M6X5
KNC-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2618M6XA
KNC-Dist-SW,Te1/0/1,SFP-10GBase-LR,ACW26140ANT
KNC-Dist-SW,Te1/0/2,SFP-10GBase-LR,ACW26140BXF
KNC-Dist-SW,Te1/0/3,SFP-10GBase-LR,ACW26140BR7
KNC-Dist-SW,Te1/0/4,SFP-10GBase-LR,ACW261311FE
KNC-Dist-SW,Te1/0/5,SFP-10GBase-LR,OPM261606P1
KNC-Dist-SW,Te1/0/6,SFP-10GBase-LR,OPM26150Z9A
KNC-Dist-SW,Te1/0/7,SFP-10GBase-LR,OPM26021RUM
KNC-Dist-SW,Te1/0/13,SFP-10GBase-LR,ACW261311FZ
KNC-Dist-SW,Te1/0/14,SFP-10GBase-LR,ACW261409Q0
KNC-Dist-SW,Te1/0/15,SFP-10GBase-LR,ACW261409PE
KNC-Dist-SW,Te1/0/16,SFP-10GBase-LR,ACW261409P9
KNC-Dist-SW,Switch 2,C9500-16X,FOC2639Y3B0
KNC-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2618M71T
KNC-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2618M72H
KNC-Dist-SW,Te2/0/1,SFP-10GBase-LR,ACW26140BXL
KNC-Dist-SW,Te2/0/2,SFP-10GBase-LR,ACW26140BWS
KNC-Dist-SW,Te2/0/4,SFP-10GBase-LR,ACW26140BXX
KNC-Dist-SW,Te2/0/5,SFP-10GBase-LR,OPM26021RU7
KNC-Dist-SW,Te2/0/6,SFP-10GBase-LR,OPM26021RS8
KNC-Dist-SW,Te2/0/7,SFP-10GBase-LR,OPM26021RUF
KNC-Dist-SW,Te2/0/13,SFP-10GBase-LR,ACW261409PW
KNC-Dist-SW,Te2/0/14,SFP-10GBase-LR,ACW26140BP9
KNC-Dist-SW,Te2/0/15,SFP-10GBase-LR,ACW26140ANE
KNC-Dist-SW,Te2/0/16,SFP-10GBase-LR,ACW261409PY
KNC-Dist-SW,Te2/0/3,SFP-10GBase-LR,ACW26140APN
KNC-R1-00,c93xxL Stack,c93xxL Stack,FOC2626YEL4
KNC-R1-00,Switch 1,C9300L-48T-4X,FOC2626YEL4
KNC-R1-00,StackPort1/1,StackPort1/1,LCC2638H9WE
KNC-R1-00,StackPort1/2,StackPort1/2,LCC2642H908
KNC-R1-00,StackAdapter1/1,StackAdapter1/1,FOC26110QL8
KNC-R1-00,StackAdapter1/2,StackAdapter1/2,FOC261484B1
KNC-R1-00,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9NN
KNC-R1-00,Te1/1/1,SFP-10GBase-LR,OPM26021RT4
KNC-R1-00,Switch 2,C9300L-24P-4X,FOC2644Y9GB
KNC-R1-00,StackPort2/1,StackPort2/1,LCC2642H908
KNC-R1-00,StackPort2/2,StackPort2/2,LCC2638H9WE
KNC-R1-00,StackAdapter2/1,StackAdapter2/1,FOC26397CSJ
KNC-R1-00,StackAdapter2/2,StackAdapter2/2,FOC26397CUB
KNC-R1-00,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C8W1
KNC-R1-00,Te2/1/1,SFP-10GBase-LR,OPM26021RYP
KNC-R1-01,c93xxL Stack,c93xxL Stack,FOC2644Y6Q5
KNC-R1-01,Switch 1,C9300L-24P-4X,FOC2644Y6Q5
KNC-R1-01,StackAdapter1/1,StackAdapter1/1,FOC26297R7Y
KNC-R1-01,StackAdapter1/2,StackAdapter1/2,FOC26297MJS
KNC-R1-01,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C094
KNC-R1-01,Te1/1/1,SFP-10GBase-LR,ACW261409NM
KNC-R1-01,Te1/1/2,SFP-10GBase-LR,OPM26021RZ7
KNC-R1-02,c93xxL Stack,c93xxL Stack,FOC2650YDCA
KNC-R1-02,Switch 1,C9300L-24T-4X,FOC2650YDCA
KNC-R1-02,StackPort1/1,StackPort1/1,LCC2638HHER
KNC-R1-02,StackPort1/2,StackPort1/2,LCC2638HHE7
KNC-R1-02,StackAdapter1/1,StackAdapter1/1,FOC263540S9
KNC-R1-02,StackAdapter1/2,StackAdapter1/2,FOC2635435R
KNC-R1-02,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B1B4
KNC-R1-02,Te1/1/1,SFP-10GBase-LR,OPM26021RST
KNC-R1-02,Switch 2,C9300L-24P-4X,FOC2644Y6PH
KNC-R1-02,StackPort2/1,StackPort2/1,LCC2638HHE7
KNC-R1-02,StackPort2/2,StackPort2/2,LCC2638HHER
KNC-R1-02,StackAdapter2/1,StackAdapter2/1,FOC26303SY9
KNC-R1-02,StackAdapter2/2,StackAdapter2/2,FOC26397A9S
KNC-R1-02,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2651B0JT
KNC-R1-02,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C8LU
KNC-R1-02,Te2/1/1,SFP-10GBase-LR,OPM26021S24
KNC-R1-03,c93xxL Stack,c93xxL Stack,FOC2651Y5W8
KNC-R1-03,Switch 1,C9300L-24T-4X,FOC2651Y5W8
KNC-R1-03,StackPort1/1,StackPort1/1,LCC2642H9MU
KNC-R1-03,StackPort1/2,StackPort1/2,LCC2638HHTJ
KNC-R1-03,StackAdapter1/1,StackAdapter1/1,FOC2635436C
KNC-R1-03,StackAdapter1/2,StackAdapter1/2,FOC2635402H
KNC-R1-03,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B1B0
KNC-R1-03,Te1/1/1,SFP-10GBase-LR,ACW261409NT
KNC-R1-03,Switch 2,C9300L-24P-4X,FOC2644Y6AH
KNC-R1-03,StackPort2/1,StackPort2/1,LCC2638HHTJ
KNC-R1-03,StackPort2/2,StackPort2/2,LCC2642H9MU
KNC-R1-03,StackAdapter2/1,StackAdapter2/1,FOC26297NYM
KNC-R1-03,StackAdapter2/2,StackAdapter2/2,FOC262977BC
KNC-R1-03,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C0WV
KNC-R1-03,Te2/1/1,SFP-10GBase-LR,OPM26021S1A
KNC-R2-00,c93xxL Stack,c93xxL Stack,FOC2644Y9GC
KNC-R2-00,Switch 1,C9300L-24P-4X,FOC2644Y9GC
KNC-R2-00,StackAdapter1/1,StackAdapter1/1,FOC26297QLV
KNC-R2-00,StackAdapter1/2,StackAdapter1/2,FOC26297L9V
KNC-R2-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8W5
KNC-R2-00,Te1/1/1,SFP-10GBase-LR,OPM26021RZF
KNC-R2-00,Te1/1/2,SFP-10GBase-LR,OPM26021RZ0
KNC-R2-02,c93xxL Stack,c93xxL Stack,FOC2651Y3QN
KNC-R2-02,Switch 1,C9300L-24T-4X,FOC2651Y3QN
KNC-R2-02,StackPort1/1,StackPort1/1,LCC2642GGHA
KNC-R2-02,StackPort1/2,StackPort1/2,LCC2642GGHJ
KNC-R2-02,StackAdapter1/1,StackAdapter1/1,FOC263469KM
KNC-R2-02,StackAdapter1/2,StackAdapter1/2,FOC26346072
KNC-R2-02,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B15W
KNC-R2-02,Te1/1/1,SFP-10GBase-LR,OPM26021RSJ
KNC-R2-02,Switch 2,C9300L-24P-4X,FOC2644Y6P3
KNC-R2-02,StackPort2/1,StackPort2/1,LCC2642GGHJ
KNC-R2-02,StackPort2/2,StackPort2/2,LCC2642GGHA
KNC-R2-02,StackAdapter2/1,StackAdapter2/1,FOC26397AQ6
KNC-R2-02,StackAdapter2/2,StackAdapter2/2,FOC26397AA5
KNC-R2-02,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C8R0
KNC-R2-02,Te2/1/1,SFP-10GBase-LR,ACW26140AP3
KNC-R2-03,c93xxL Stack,c93xxL Stack,FOC2651Y485
KNC-R2-03,Switch 1,C9300L-24T-4X,FOC2651Y485
KNC-R2-03,StackPort1/1,StackPort1/1,LCC2638HHTD
KNC-R2-03,StackPort1/2,StackPort1/2,LCC2638HHTG
KNC-R2-03,StackAdapter1/1,StackAdapter1/1,FOC26353LFW
KNC-R2-03,StackAdapter1/2,StackAdapter1/2,FOC26353ZZF
KNC-R2-03,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B16H
KNC-R2-03,Te1/1/1,SFP-10GBase-LR,OPM26021RUP
KNC-R2-03,Switch 2,C9300L-24P-4X,FOC2644Y6X0
KNC-R2-03,StackPort2/1,StackPort2/1,LCC2638HHTG
KNC-R2-03,StackPort2/2,StackPort2/2,LCC2638HHTD
KNC-R2-03,StackAdapter2/1,StackAdapter2/1,FOC26297LY8
KNC-R2-03,StackAdapter2/2,StackAdapter2/2,FOC26297NTB
KNC-R2-03,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C08Q
KNC-R2-03,Te2/1/1,SFP-10GBase-LR,OPM26021S1P
LH-Dist-SW,c95xx Stack,c95xx Stack,FOC2639Y3NE
LH-Dist-SW,Switch 1,C9500-16X,FOC2639Y3NE
LH-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2618M6VY
LH-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2618M6SY
LH-Dist-SW,Te1/0/1,SFP-10GBase-LR,OPM26160L0H
LH-Dist-SW,Te1/0/2,SFP-10GBase-LR,OPM26160L2L
LH-Dist-SW,Te1/0/3,SFP-10GBase-LR,OPM26160KZ9
LH-Dist-SW,Te1/0/4,SFP-10GBase-LR,OPM26160KZF
LH-Dist-SW,Te1/0/13,SFP-10GBase-CX1,MPH2614A01Y
LH-Dist-SW,Te1/0/14,SFP-10GBase-CX1,MPH2614A02M
LH-Dist-SW,Te1/0/15,SFP-10GBase-LR,YF202308091409
LH-Dist-SW,Te1/0/16,SFP-10GBase-LR,OPM261606XT
LH-Dist-SW,Switch 2,C9500-16X,FJC27042MTN
LH-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2616M3DR
LH-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2616M3A0
LH-Dist-SW,Te2/0/1,SFP-10GBase-LR,YF202308091387
LH-Dist-SW,Te2/0/2,SFP-10GBase-LR,YF202212160136
LH-Dist-SW,Te2/0/3,SFP-10GBase-LR,YF202308091461
LH-Dist-SW,Te2/0/4,SFP-10GBase-LR,YF202308091497
LH-Dist-SW,Te2/0/13,SFP-10GBase-CX1,MPH2614A01Y
LH-Dist-SW,Te2/0/14,SFP-10GBase-CX1,MPH2614A02M
LH-Dist-SW,Te2/0/15,SFP-10GBase-LR,YF202308091355
LH-Dist-SW,Te2/0/16,SFP-10GBase-LR,YF202308091334
LH-Part 1-LGF,c93xxL Stack,c93xxL Stack,FOC2630Y1Q0
LH-Part 1-LGF,Switch 1,C9300L-24P-4X,FOC2630Y1Q0
LH-Part 1-LGF,StackPort1/1,StackPort1/1,LCC2642GCJ0
LH-Part 1-LGF,StackPort1/2,StackPort1/2,LCC2646GCHR
LH-Part 1-LGF,StackAdapter1/1,StackAdapter1/1,FOC26260NJA
LH-Part 1-LGF,StackAdapter1/2,StackAdapter1/2,FOC26260GSM
LH-Part 1-LGF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGVQ
LH-Part 1-LGF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGW5
LH-Part 1-LGF,Te1/1/1,SFP-10GBase-LR,OPM26160L26
LH-Part 1-LGF,Switch 2,C9300L-24P-4X,FOC2714Y7MQ
LH-Part 1-LGF,StackPort2/1,StackPort2/1,LCC2646GCHR
LH-Part 1-LGF,StackPort2/2,StackPort2/2,LCC2642GCJ0
LH-Part 1-LGF,StackAdapter2/1,StackAdapter2/1,FVH27080VQU
LH-Part 1-LGF,StackAdapter2/2,StackAdapter2/2,FVH27080QQX
LH-Part 1-LGF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2710CA4P
LH-Part 1-LGF,Te2/1/1,SFP-10GBase-LR,YF202308091313
LH-Part 1-UGF,c93xxL Stack,c93xxL Stack,FOC2630Y1C6
LH-Part 1-UGF,Switch 1,C9300L-24P-4X,FOC2630Y1C6
LH-Part 1-UGF,StackPort1/1,StackPort1/1,LCC2607GTA1
LH-Part 1-UGF,StackPort1/2,StackPort1/2,LCC2550HCGK
LH-Part 1-UGF,StackAdapter1/1,StackAdapter1/1,FOC26260UCQ
LH-Part 1-UGF,StackAdapter1/2,StackAdapter1/2,FOC26260GQX
LH-Part 1-UGF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7YD
LH-Part 1-UGF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7YE
LH-Part 1-UGF,Te1/1/1,SFP-10GBase-LR,OPM26160L04
LH-Part 1-UGF,Switch 2,C9300L-24P-4X,FOC2714Y8H9
LH-Part 1-UGF,StackPort2/1,StackPort2/1,LCC2550HCGK
LH-Part 1-UGF,StackPort2/2,StackPort2/2,LCC2607GTA1
LH-Part 1-UGF,StackAdapter2/1,StackAdapter2/1,FVH27080VT4
LH-Part 1-UGF,StackAdapter2/2,StackAdapter2/2,FVH27080U7S
LH-Part 1-UGF,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2710CA5J
LH-Part 1-UGF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2710CA5M
LH-Part 1-UGF,Te2/1/1,SFP-10GBase-LR,YF202212160182
LH-Part 3-UGF,c93xxL Stack,c93xxL Stack,FOC2630Y2GL
LH-Part 3-UGF,Switch 1,C9300L-24P-4X,FOC2630Y2GL
LH-Part 3-UGF,StackPort1/1,StackPort1/1,LCC2551G0TW
LH-Part 3-UGF,StackPort1/2,StackPort1/2,LCC2608GE6F
LH-Part 3-UGF,StackAdapter1/1,StackAdapter1/1,FOC26241S73
LH-Part 3-UGF,StackAdapter1/2,StackAdapter1/2,FOC26260QJ1
LH-Part 3-UGF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C13S
LH-Part 3-UGF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C136
LH-Part 3-UGF,Te1/1/1,SFP-10GBase-LR,OPM26160KX8
LH-Part 3-UGF,Switch 2,C9300L-24P-4X,FOC2630Y26R
LH-Part 3-UGF,StackPort2/2,StackPort2/2,LCC2551G0TW
LH-Part 3-UGF,StackAdapter2/1,StackAdapter2/1,FOC26247KWY
LH-Part 3-UGF,StackAdapter2/2,StackAdapter2/2,FOC26260QMG
LH-Part 3-UGF,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628C7QA
LH-Part 3-UGF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C7NV
LH-Part 3-UGF,Switch 3,C9300L-24P-4X,FOC2630Y2L7
LH-Part 3-UGF,StackPort3/1,StackPort3/1,LCC2608GE6F
LH-Part 3-UGF,StackPort3/2,StackPort3/2,LCC2610GA2M
LH-Part 3-UGF,StackAdapter3/1,StackAdapter3/1,FOC26241S78
LH-Part 3-UGF,StackAdapter3/2,StackAdapter3/2,FOC26241S56
LH-Part 3-UGF,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2628C7SB
LH-Part 3-UGF,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2628C7SU
LH-Part 3-UGF,Switch 4,C9300L-24P-4X,FOC2630Y27B
LH-Part 3-UGF,StackPort4/1,StackPort4/1,LCC2551G0T1
LH-Part 3-UGF,StackPort4/2,StackPort4/2,LCC2610GA2M
LH-Part 3-UGF,StackAdapter4/1,StackAdapter4/1,FOC26260GQQ
LH-Part 3-UGF,StackAdapter4/2,StackAdapter4/2,FOC26247MLB
LH-Part 3-UGF,Switch 4 - Power Supply A,Switch 4 - Power Supply A,DCC2628C7NW
LH-Part 3-UGF,Switch 4 - Power Supply B,Switch 4 - Power Supply B,DCC2628C7Q9
LH-Part 3-UGF,Te4/1/1,SFP-10GBase-LR,YF202308091396
LH-Part 5-UGF,c93xxL Stack,c93xxL Stack,FOC2714Y8H2
LH-Part 5-UGF,Switch 1,C9300L-24P-4X,FOC2714Y8H2
LH-Part 5-UGF,StackAdapter1/1,StackAdapter1/1,FVH27080P29
LH-Part 5-UGF,StackAdapter1/2,StackAdapter1/2,FVH27080P8T
LH-Part 5-UGF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2710CA28
LH-Part 5-UGF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2710CA2B
MSH-North-SW,c93xxL Stack,c93xxL Stack,FOC2650YM52
MSH-North-SW,Switch 1,C9300L-48T-4X,FOC2650YM52
MSH-North-SW,StackPort1/1,StackPort1/1,LCC2551G0TG
MSH-North-SW,StackPort1/2,StackPort1/2,LCC2551G0V1
MSH-North-SW,StackAdapter1/1,StackAdapter1/1,FOC2634623L
MSH-North-SW,StackAdapter1/2,StackAdapter1/2,FOC26346F6C
MSH-North-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0HM
MSH-North-SW,Te1/1/1,SFP-10GBase-LR,ACW25240VP0
MSH-North-SW,Switch 2,C9300L-24P-4X,FOC2630Y21Z
MSH-North-SW,StackPort2/1,StackPort2/1,LCC2551G0V1
MSH-North-SW,StackPort2/2,StackPort2/2,LCC2551G0TG
MSH-North-SW,StackAdapter2/1,StackAdapter2/1,FOC26260NHT
MSH-North-SW,StackAdapter2/2,StackAdapter2/2,FOC26260N0E
MSH-North-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C7N7
MSH-North-SW,Te2/1/1,SFP-10GBase-LR,YF202308091437
MSH-South-SW,c93xxL Stack,c93xxL Stack,FOC2650YLU5
MSH-South-SW,Switch 1,C9300L-48T-4X,FOC2650YLU5
MSH-South-SW,StackAdapter1/1,StackAdapter1/1,FOC2634667U
MSH-South-SW,StackAdapter1/2,StackAdapter1/2,FOC2634667W
MSH-South-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B121
MSH-South-SW,Te1/1/1,SFP-10GBase-LR,ACW25241YGQ
MSH-South-SW,Te1/1/2,SFP-10GBase-LR,YF202212160138
MSME-2F-SW,c93xxL Stack,c93xxL Stack,FOC2630Y1TY
MSME-2F-SW,Switch 1,C9300L-24P-4X,FOC2630Y1TY
MSME-2F-SW,StackPort1/1,StackPort1/1,LCC2551G0T7
MSME-2F-SW,StackPort1/2,StackPort1/2,LCC2616GL2C
MSME-2F-SW,StackAdapter1/1,StackAdapter1/1,FOC26247E5G
MSME-2F-SW,StackAdapter1/2,StackAdapter1/2,FOC26260T5F
MSME-2F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGXH
MSME-2F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGXY
MSME-2F-SW,Te1/1/2,SFP-10GBase-LR,OPM26021T9N
MSME-2F-SW,Switch 2,C9300L-48T-4X,FOC2626YHQ2
MSME-2F-SW,StackPort2/1,StackPort2/1,LCC2551G0T7
MSME-2F-SW,StackPort2/2,StackPort2/2,LCC2616GL21
MSME-2F-SW,StackAdapter2/1,StackAdapter2/1,FOC26205C4S
MSME-2F-SW,StackAdapter2/2,StackAdapter2/2,FOC26205734
MSME-2F-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BAUH
MSME-2F-SW,Switch 3,C9300L-48T-4X,FOC2626YD4L
MSME-2F-SW,StackPort3/1,StackPort3/1,LCC2616GL21
MSME-2F-SW,StackPort3/2,StackPort3/2,LCC2616GL2C
MSME-2F-SW,StackAdapter3/1,StackAdapter3/1,FOC262057FQ
MSME-2F-SW,StackAdapter3/2,StackAdapter3/2,FOC26205798
MSME-2F-SW,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9NG
MSME-2F-SW,Te3/1/2,SFP-10GBase-LR,OPM26021UJA
MSME-3F-SW,c93xxL Stack,c93xxL Stack,FOC2630Y2KK
MSME-3F-SW,Switch 1,C9300L-24P-4X,FOC2630Y2KK
MSME-3F-SW,StackPort1/1,StackPort1/1,LCC2616GL2G
MSME-3F-SW,StackPort1/2,StackPort1/2,LCC2525HG3P
MSME-3F-SW,StackAdapter1/1,StackAdapter1/1,FOC26247E0S
MSME-3F-SW,StackAdapter1/2,StackAdapter1/2,FOC26213YBM
MSME-3F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C18A
MSME-3F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C19K
MSME-3F-SW,Te1/1/1,SFP-10GBase-LR,OPM26021T96
MSME-3F-SW,Switch 2,C9300L-48T-4X,FOC2626YECZ
MSME-3F-SW,StackPort2/1,StackPort2/1,LCC2551G0U3
MSME-3F-SW,StackPort2/2,StackPort2/2,LCC2616GL2G
MSME-3F-SW,StackAdapter2/1,StackAdapter2/1,FOC2620573B
MSME-3F-SW,StackAdapter2/2,StackAdapter2/2,FOC26205DVW
MSME-3F-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620B9NE
MSME-3F-SW,Switch 3,C9300L-48T-4X,FOC2626YGH5
MSME-3F-SW,StackPort3/1,StackPort3/1,LCC2525HG3P
MSME-3F-SW,StackPort3/2,StackPort3/2,LCC2551G0U3
MSME-3F-SW,StackAdapter3/1,StackAdapter3/1,FOC2614845X
MSME-3F-SW,StackAdapter3/2,StackAdapter3/2,FOC261482T3
MSME-3F-SW,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9NV
MSME-3F-SW,Te3/1/1,SFP-10GBase-LR,OPM26021T94
MSME-4F-SW,c93xxL Stack,c93xxL Stack,FOC2630Y2GK
MSME-4F-SW,Switch 1,C9300L-24P-4X,FOC2630Y2GK
MSME-4F-SW,StackPort1/1,StackPort1/1,LCC2551G0TN
MSME-4F-SW,StackPort1/2,StackPort1/2,LCC2524H305
MSME-4F-SW,StackAdapter1/1,StackAdapter1/1,FOC26213T8R
MSME-4F-SW,StackAdapter1/2,StackAdapter1/2,FOC26226FWK
MSME-4F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C17W
MSME-4F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C17U
MSME-4F-SW,Te1/1/2,SFP-10GBase-LR,OPM26021T98
MSME-4F-SW,Switch 2,C9300L-48T-4X,FOC2626YHYL
MSME-4F-SW,StackPort2/1,StackPort2/1,LCC2551G0TN
MSME-4F-SW,StackPort2/2,StackPort2/2,LCC2616GL2K
MSME-4F-SW,StackAdapter2/1,StackAdapter2/1,FOC2614866J
MSME-4F-SW,StackAdapter2/2,StackAdapter2/2,FOC2614838S
MSME-4F-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BB5G
MSME-4F-SW,Switch 3,C9300L-48T-4X,FOC2626YHN7
MSME-4F-SW,StackPort3/1,StackPort3/1,LCC2524H305
MSME-4F-SW,StackPort3/2,StackPort3/2,LCC2616GL2K
MSME-4F-SW,StackAdapter3/1,StackAdapter3/1,FOC262056AY
MSME-4F-SW,StackAdapter3/2,StackAdapter3/2,FOC2620579B
MSME-4F-SW,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620BATN
MSME-4F-SW,Te3/1/2,SFP-10GBase-LR,OPM26021U9Z
MSME-Dist-SW,c95xx Stack,c95xx Stack,FOC2631YAVP
MSME-Dist-SW,Switch 1,C9500-16X,FOC2631YAVP
MSME-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2603M486
MSME-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2603M4BC
MSME-Dist-SW,Te1/0/1,SFP-10GBase-LR,OPM26021UE9
MSME-Dist-SW,Te1/0/2,SFP-10GBase-LR,OPM26160EZB
MSME-Dist-SW,Te1/0/3,SFP-10GBase-LR,OPM261606N5
MSME-Dist-SW,Te1/0/4,SFP-10GBase-LR,OPM26021T9H
MSME-Dist-SW,Te1/0/5,SFP-10GBase-LR,OPM26021UGG
MSME-Dist-SW,Te1/0/13,SFP-10GBase-CX1,TED2543A1ZL
